src: https://github.com/vesa-org/DisplayHDRTest-v1.2/blob/master/Game.cpp
 69, 5, 'M', 0xE74D48,  0.445733, 0.317605, 0.280531,  36.849623790, 22.849407730,  8.634066840,
 72, 6, 'B', 0x32A8C3,  0.344687, 0.411823, 0.444856,  25.228780790, 32.684552730, 56.694721920,
 73, 6, 'C', 0x284E5F,  0.238055, 0.276002, 0.307405,   5.692425950,  6.780516852, 11.897590810,
 74, 6, 'D', 0xCFDAA5,  0.463829, 0.471380, 0.421437,  57.590018830, 66.018199150, 45.368799830,
 76, 6, 'F', 0x59595A,  0.299838, 0.300238, 0.301483,   9.564253689, 10.064608710, 11.134841100,
 77, 6, 'G', 0x6A6B6B,  0.330352, 0.330736, 0.331527,  13.923263050, 14.660007630, 16.124553600,
 78, 6, 'H', 0x989899,  0.397295, 0.397368, 0.398364,  30.004027410, 31.537344570, 34.699049160,
 79, 6, 'I', 0xBDBDBE,  0.442224, 0.442057, 0.442609,  48.525018480, 50.982961880, 55.792765100,
 80, 6, 'J', 0xE0E1E1,  0.479188, 0.479766, 0.480139,  71.247395410, 75.107046350, 82.206832430,
 81, 6, 'K', 0xB2B2B3,  0.429090, 0.429287, 0.430159,  42.317392640, 44.512028860, 48.915528100,
 82, 6, 'L', 0xF4752D,  0.462019, 0.368007, 0.253055,  44.131007750, 32.177121340,  6.344859403,
 83, 6, 'M', 0xFFBC31,  0.493019, 0.447417, 0.290890,  64.079413780, 59.655086600, 10.992190490,
 86, 7, 'B', 0x2B4F4F,  0.240023, 0.277619, 0.279228,   5.230441806,  6.723176467,  8.352868857,
 87, 7, 'C', 0x759ECF,  0.376705, 0.402414, 0.456569,  30.780046770, 32.682966400, 63.818882210,
 88, 7, 'D', 0xD38866,  0.439892, 0.384637, 0.334056,  38.254848490, 32.547350950, 16.965111700,
 89, 7, 'E', 0xECB49B,  0.471569, 0.436637, 0.406738,  56.916514990, 52.865360010, 38.407424560,
 90, 7, 'F', 0xBE9778,  0.427175, 0.399974, 0.358764,  35.859866060, 34.637042750, 22.564393980,
 91, 7, 'G', 0x916A50,  0.368336, 0.334573, 0.291096,  18.242782700, 16.929283660,  9.935993265,
 92, 7, 'H', 0xC6A18E,  0.437239, 0.411973, 0.388115,  40.995412260, 39.472809370, 31.230776140,
 93, 7, 'I', 0xA16645,  0.383626, 0.330956, 0.272423,  20.552375850, 17.498776050,  7.850930456,
 94, 7, 'J', 0xD09078,  0.439537, 0.393557, 0.357762,  39.377642320, 34.722317270, 22.252946180,
 95, 7, 'K', 0x777777,  0.350299, 0.350419, 0.350463,  17.591371710, 18.517812990, 20.183763000,
 96, 7, 'L', 0xC1BA0C,  0.439649, 0.437897, 0.254956,  39.620944430, 46.434482250,  7.229951406,
 97, 7, 'M', 0xF4C904,  0.480913, 0.457776, 0.269437,  58.281188360, 61.077446520,  8.830551879,
100, 8, 'B', 0x18ABAB,  0.336325, 0.414111, 0.419404,  22.226046050, 32.146142550, 43.556240210,
101, 8, 'C', 0x009690,  0.291845, 0.387396, 0.385725,  14.523757570, 23.159776430, 30.192359560,
102, 8, 'D', 0xC89684,  0.434688, 0.399257, 0.374270,  38.792469530, 35.648401980, 26.754607140,
103, 8, 'E', 0xF0A591,  0.470462, 0.421585, 0.393360,  54.585824170, 47.552870650, 33.151261110,
104, 8, 'F', 0xBF9A88,  0.429034, 0.402877, 0.379152,  37.466446930, 35.892141540, 28.254225400,
105, 8, 'G', 0xC19989,  0.430383, 0.401702, 0.379994,  37.854159750, 35.785057360, 28.501861920,
106, 8, 'H', 0xC39986,  0.432243, 0.402706, 0.376863,  38.326792330, 36.215167020, 27.557513300,
107, 8, 'I', 0x7D5A45,  0.340984, 0.306668, 0.267055,  13.240071880, 12.144334740,  7.226119588,
108, 8, 'J', 0xD29879,  0.443156, 0.402747, 0.361315,  41.209678110, 37.455523660, 23.238538180,
109, 8, 'K', 0x494A4A,  0.269673, 0.269785, 0.271010,   6.443906197,  6.770644576,  7.488444555,
110, 8, 'L', 0xB39A45,  0.417464, 0.401490, 0.291054,  31.266612070, 33.197161740, 10.425517790,
111, 8, 'M', 0xB1BA2C,  0.427692, 0.436537, 0.275347,  36.057458440, 44.517234190,  9.083313607,
114, 9, 'B', 0x4D4841,  0.272895, 0.267784, 0.253529,   6.360790471,  6.640126351,  5.930663147,
115, 9, 'C', 0x58AB77,  0.358377, 0.414806, 0.358557,  21.892603240, 32.388512910, 22.671978430,
116, 9, 'D', 0x00966B,  0.303113, 0.387440, 0.337556,  13.423201510, 22.836472970, 17.680583050,
117, 9, 'E', 0x345044,  0.248617, 0.279043, 0.259748,   5.323550029,  6.868151643,  6.477754156,
118, 9, 'F', 0x3EAB89,  0.345338, 0.414493, 0.380557,  21.027393740, 31.892228140, 28.814915220,
119, 9, 'G', 0x79A759,  0.377192, 0.411624, 0.317874,  23.485085090, 32.329292180, 14.345078770,
120, 9, 'H', 0x39953E,  0.318414, 0.386510, 0.273172,  13.282935450, 22.690171490,  8.297622316,
121, 9, 'I', 0x49B14F,  0.352433, 0.421254, 0.306759,  19.833708900, 33.329363180, 12.744002250,
122, 9, 'J', 0xC3904F,  0.427704, 0.391774, 0.302679,  33.918413780, 32.207291480, 11.849344930,
123, 9, 'K', 0x9AA348,  0.400663, 0.409218, 0.295429,  27.607046040, 33.474874880, 11.055671170,
124, 9, 'L', 0xA0C132,  0.418941, 0.443273, 0.283704,  34.220708820, 45.934211170, 10.083474300,
125, 9, 'M', 0x5B453D,  0.288689, 0.264016, 0.246976,   7.270479024,  6.817176846,  5.415485843,
126, 0, 'Z', 0x000000,  0.000000, 0.000000, 0.000000,   0.000000000,  0.000000000,  0.000000000,
127, 0, 'Z', 0xFFFFFF,  0.508057, 0.508057, 0.508057,  95.0470000,   100.00000000, 108.88300000
