ColorCompass Spectrum data( MFA Model)
device,18F00145,
473,23700.9,
474,23120.7,
475,22540.5,
476,21901.6,
477,21230.9,
478,20543.6,
479,19783.3,
480,19023.0,
481,18271.5,
482,17523.4,
483,16722.2,
484,15778.8,
485,14835.3,
486,13890.8,
487,12946.0,
488,12110.3,
489,11454.5,
490,10798.7,
491,10140.5,
492,9482.3,
493,8944.2,
494,8524.8,
495,8113.3,
496,7802.0,
497,7490.8,
498,7354.7,
499,7313.3,
500,7326.3,
501,7522.0,
502,7717.6,
503,8143.7,
504,8622.0,
505,9215.6,
506,9978.3,
507,10741.4,
508,11849.9,
509,12958.4,
510,14249.5,
511,15661.4,
512,17154.0,
513,18954.3,
514,20754.6,
515,23048.1,
516,25450.9,
517,27941.8,
518,30547.3,
519,33139.7,
520,35514.4,
521,37889.1,
522,40244.6,
523,42591.2,
524,44807.5,
525,46740.6,
526,48673.8,
527,49529.3,
528,50331.0,
529,51015.9,
530,51621.3,
531,51996.9,
532,51656.1,
533,51315.4,
534,50434.7,
535,49491.5,
536,48026.0,
537,46141.7,
538,44324.5,
539,42746.1,
540,41167.8,
541,39321.0,
542,37440.6,
543,35558.6,
544,33675.2,
545,31834.3,
546,30124.9,
547,28415.5,
548,26913.5,
549,25427.1,
550,24124.5,
551,22933.8,
552,21746.1,
553,20564.9,
554,19389.7,
555,18484.1,
556,17578.6,
557,16701.2,
558,15834.2,
559,15027.8,
560,14297.5,
561,13592.0,
562,13014.0,
563,12436.0,
564,11862.6,
565,11289.7,
566,10740.4,
567,10205.7,
568,9673.0,
569,9143.8,
570,8617.2,
571,8114.7,
572,7612.2,
573,7076.1,
574,6533.9,
575,6020.9,
576,5527.7,
577,5070.9,
578,4679.5,
579,4293.3,
580,3944.2,
581,3595.1,
582,3305.7,
583,3023.3,
584,2831.7,
585,2684.6,
586,2588.3,
587,2553.1,
588,2537.8,
589,2585.0,
590,2638.2,
591,2852.8,
592,3067.3,
593,3436.0,
594,3834.9,
595,4256.9,
596,4692.0,
597,5238.2,
598,5918.0,
599,6638.8,
600,7469.4,
601,8313.6,
602,9285.1,
603,10256.6,
604,11436.0,
605,12631.9,
606,13984.0,
607,15384.8,
608,16916.0,
609,18532.6,
610,20285.8,
611,22204.4,
612,24110.9,
613,25990.3,
614,27905.8,
615,30001.7,
616,32101.1,
617,34303.2,
618,36505.3,
619,38682.8,
620,40857.7,
621,42998.7,
622,45130.2,
623,47166.6,
624,49155.4,
625,51021.8,
626,52791.0,
627,54432.2,
628,55919.8,
629,57332.0,
630,58608.6,
631,59761.0,
632,60571.5,
633,61309.9,
634,61723.5,
635,62077.7,
636,61914.0,
637,61746.3,
638,61455.5,
639,61164.7,
640,60160.5,
641,59130.1,
642,57680.2,
643,56185.9,
644,54471.4,
645,52718.3,
646,50836.9,
647,48924.1,
648,46987.2,
649,45042.8,
650,42999.6,
651,40919.2,
652,38905.3,
653,36920.0,
654,34898.8,
655,32860.3,
656,31022.2,
657,29287.4,
658,27483.2,
659,25641.7,
660,23970.1,
661,22391.4,
662,21000.9,
663,19711.9,
664,18486.6,
665,17294.4,
666,16198.8,
667,15150.0,
668,14198.1,
669,13288.6,
670,12499.6,
671,11756.6,
672,10984.5,
673,10203.2,
674,9521.5,
675,8864.7,
676,8359.8,
677,7882.2,
678,7470.4,
679,7065.7,
680,6618.9,
681,6174.4,
682,5871.0,
683,5563.6,
684,5220.6,
685,4881.4,
686,4559.4,
687,4291.1,
688,4171.0,
689,3997.0,
690,3726.6,
691,3532.3,
692,3428.6,
693,3322.9,
694,3215.7,
695,3059.7,
696,2880.1,
697,2699.6,
698,2518.8,
699,2432.3,
700,2355.5,
701,2298.5,
702,2228.0,
703,2097.1,
704,2000.3,
705,1973.8,
706,1929.1,
707,1864.5,
708,1772.8,
709,1665.3,
710,1595.6,
711,1535.4,
712,1532.6,
713,1514.5,
714,1392.3,
715,1319.7,
716,1351.0,
717,1375.1,
718,1392.6,
719,1318.1,
720,1205.7,
721,1119.6,
722,1044.6,
723,1033.6,
724,1016.7,
725,988.1,
726,996.6,
727,1035.1,
728,1032.3,
729,1017.0,
730,937.6,
731,879.5,
732,884.7,
733,901.3,
734,929.5,
735,940.2,
736,944.2,
737,854.0,
738,781.7,
739,755.7,
740,785.5,
741,860.9,
742,836.2,
743,805.5,
744,891.1,
745,883.6,
746,738.8,
747,731.7,
748,783.2,
749,821.3,
750,842.9,
751,828.7,
752,768.4,
753,681.2,
754,720.1,
755,767.7,
756,822.5,
757,758.8,
758,622.5,
759,783.5,
760,867.5,
761,752.6,
762,672.2,
763,612.8,
764,698.3,
765,755.3,
766,768.1,
767,692.2,
768,619.7,
769,733.1,
770,776.5,
771,757.2,
772,696.2,
773,651.4,
774,649.4,
775,723.9,
776,805.2,
777,736.6,
778,695.8,
779,677.9,
780,766.5,
781,797.2,
782,735.3,
783,736.3,
784,749.6,
785,762.0,
786,786.7,
787,779.1,
788,594.1,
789,666.3,
790,882.1,
791,1033.0,
792,985.5,
793,793.3,
794,771.9,
795,752.8,
796,736.4,
797,778.0,
798,824.3,
799,875.5,
800,954.2,
801,948.8,
802,867.6,
803,950.4,
804,1058.5,
805,1174.3,
806,1090.5,
807,1192.5,
808,1393.2,
809,1399.6,
810,1487.4,
811,1578.9,
812,1535.0,
813,1866.8,
814,2188.2,
815,2246.6,
816,2329.1,
817,2635.2,
818,3193.0,
819,3240.9,
820,3496.6,
821,3873.8,
822,4194.2,
823,4466.2,
824,4642.6,
825,4682.8,
826,4553.7,
827,4878.9,
828,5357.1,
829,5110.2,
830,5410.9,
831,5586.8,
832,5437.5,
833,5380.8,
834,5508.8,
835,5580.0,
836,5368.1,
837,5107.6,
838,5043.8,
839,5160.6,
840,5434.7,
841,5185.3,
842,4954.6,
843,4954.6,
844,5500.5,
845,5880.2,
846,5900.4,
847,6097.1,
848,7282.2,
849,8085.9,
850,8517.6,
