ColorCompass Spectrum data( MFA Model)
device,18F00145,
508,328.9,
509,348.5,
510,372.0,
511,397.9,
512,422.8,
513,444.2,
514,465.6,
515,535.2,
516,615.6,
517,666.5,
518,679.2,
519,693.2,
520,728.9,
521,764.5,
522,835.6,
523,923.1,
524,984.7,
525,989.8,
526,994.9,
527,1031.2,
528,1069.2,
529,1103.8,
530,1136.1,
531,1151.9,
532,1116.4,
533,1081.0,
534,1059.7,
535,1040.1,
536,1027.9,
537,1021.6,
538,1008.6,
539,971.6,
540,934.6,
541,898.7,
542,863.0,
543,843.0,
544,835.0,
545,815.1,
546,758.5,
547,701.9,
548,680.9,
549,662.5,
550,642.6,
551,621.8,
552,606.3,
553,602.3,
554,597.5,
555,561.2,
556,524.8,
557,495.2,
558,468.0,
559,459.5,
560,474.5,
561,490.1,
562,509.3,
563,528.4,
564,519.1,
565,506.2,
566,502.6,
567,504.6,
568,498.6,
569,477.9,
570,461.1,
571,479.6,
572,498.0,
573,524.1,
574,551.5,
575,557.7,
576,549.8,
577,561.1,
578,607.0,
579,650.6,
580,678.5,
581,706.4,
582,751.3,
583,798.3,
584,883.9,
585,988.5,
586,1119.3,
587,1281.7,
588,1451.0,
589,1641.7,
590,1836.9,
591,2150.6,
592,2464.4,
593,2859.5,
594,3270.5,
595,3761.7,
596,4297.5,
597,4925.3,
598,5663.5,
599,6427.4,
600,7259.9,
601,8106.1,
602,9081.9,
603,10057.6,
604,11273.5,
605,12508.6,
606,13849.6,
607,15223.6,
608,16757.4,
609,18395.9,
610,20144.6,
611,22026.7,
612,23889.7,
613,25709.4,
614,27573.4,
615,29659.0,
616,31748.6,
617,33954.6,
618,36160.6,
619,38379.2,
620,40599.2,
621,42726.3,
622,44827.7,
623,46860.9,
624,48860.1,
625,50693.3,
626,52394.9,
627,54011.9,
628,55527.4,
629,56934.9,
630,58148.2,
631,59239.4,
632,59994.4,
633,60688.4,
634,61107.5,
635,61473.5,
636,61378.3,
637,61275.0,
638,60914.9,
639,60554.8,
640,59533.3,
641,58487.5,
642,57152.3,
643,55786.6,
644,54048.4,
645,52244.8,
646,50284.8,
647,48286.5,
648,46445.0,
649,44652.5,
650,42700.8,
651,40689.4,
652,38642.8,
653,36581.0,
654,34575.8,
655,32597.9,
656,30821.4,
657,29148.6,
658,27379.4,
659,25558.3,
660,23929.2,
661,22405.0,
662,20980.6,
663,19610.0,
664,18308.6,
665,17043.1,
666,15970.3,
667,14990.6,
668,14072.4,
669,13181.0,
670,12385.3,
671,11626.0,
672,10850.8,
673,10070.6,
674,9425.8,
675,8814.8,
676,8288.6,
677,7777.7,
678,7369.2,
679,6972.0,
680,6550.9,
681,6131.1,
682,5791.1,
683,5454.6,
684,5149.0,
685,4845.1,
686,4549.0,
687,4308.2,
688,4219.7,
689,4039.5,
690,3695.2,
691,3436.8,
692,3280.8,
693,3139.6,
694,3010.0,
695,2911.1,
696,2827.0,
697,2676.5,
698,2508.3,
699,2371.9,
700,2244.1,
701,2233.4,
702,2203.6,
703,2088.4,
704,2005.4,
705,1988.6,
706,1941.6,
707,1861.4,
708,1745.6,
709,1609.1,
710,1556.3,
711,1524.9,
712,1482.0,
713,1436.6,
714,1378.2,
715,1344.0,
716,1360.1,
717,1330.5,
718,1257.4,
719,1219.9,
720,1197.0,
721,1173.6,
722,1146.1,
723,1087.4,
724,1046.3,
725,1040.8,
726,999.8,
727,930.0,
728,938.1,
729,967.2,
730,924.4,
731,899.9,
732,929.7,
733,942.1,
734,937.3,
735,947.0,
736,960.6,
737,913.5,
738,876.5,
739,866.1,
740,902.2,
741,976.3,
742,883.0,
743,767.7,
744,753.2,
745,738.2,
746,722.3,
747,698.8,
748,673.0,
749,799.0,
750,870.0,
751,821.9,
752,740.2,
753,639.0,
754,664.2,
755,697.7,
756,737.3,
757,723.3,
758,676.3,
759,759.4,
760,801.7,
761,741.3,
762,668.6,
763,595.1,
764,741.5,
765,774.9,
766,632.1,
767,571.9,
768,547.9,
769,588.0,
770,709.9,
771,904.9,
772,774.4,
773,698.7,
774,801.9,
775,856.8,
776,870.4,
777,735.1,
778,692.9,
779,727.8,
780,705.7,
781,752.2,
782,905.1,
783,839.4,
784,734.7,
785,643.1,
786,754.3,
787,874.7,
788,660.3,
789,689.6,
790,837.6,
791,761.7,
792,672.1,
793,586.0,
794,815.2,
795,886.9,
796,814.8,
797,678.3,
798,744.3,
799,1005.0,
800,953.4,
801,850.0,
802,703.5,
803,800.8,
804,1000.9,
805,1264.1,
806,1180.0,
807,1088.9,
808,1040.9,
809,1319.1,
810,1409.5,
811,1429.4,
812,1533.0,
813,1971.2,
814,2257.4,
815,2009.2,
816,2562.2,
817,2947.1,
818,3003.6,
819,3040.3,
820,3306.3,
821,3714.0,
822,4090.3,
823,4133.2,
824,4210.3,
825,4499.3,
826,4418.2,
827,4585.5,
828,4923.6,
829,5207.5,
830,5011.0,
831,4932.2,
832,5146.0,
833,5229.6,
834,5251.7,
835,5258.0,
836,5287.9,
837,5007.8,
838,4773.8,
839,4690.8,
840,4922.9,
841,4961.5,
842,5013.7,
843,5239.6,
844,5907.9,
845,5941.1,
846,5989.2,
847,6236.7,
848,6875.8,
849,7971.5,
850,8850.5,
